2012-09-17," on prop 30 and
chances of you getting in to
csu increase.
>> there is california law
clear that taxpayer"
2012-09-17,".
>>> governor brown says he's
willing to live on the cheap
if votes -- if voters turn
down prop 30.
he recently"
2012-09-17," warns students
that the spots they hope to fill
coould evaporate if prop 30, th
push to raise taxes"
2012-09-17,".
>>> governor brown says he's
willing to live on the cheap
if votes -- if voters turn
down prop 30.
he recently"
2012-09-18,"
consequences if prop 30
doesn't pass.
critics say sending the letter
would be illegal.
>> our role could"
2012-09-18,"-state prepared a letter to
go out to students warning of
dire consequences if prop 30
doesn't pass.
critics say"
2012-09-19," on the november
ballot.
if prop 30 fails it would
trying a 250 million dollar
funding cut.
>>> registering to rote"
2012-09-19,"% back in july.
have been increased from 8 to
13%.
prop 30 was temporarily
increased by 4%.
voters"
2012-09-19,".
>> reporter: the state budget
was approved, assuming voters
would give prop 30 the green
light.
>> bottom line"
2012-09-19," raise tuition by 5%
in january.
if prop 30 fails would it
trigger a 250 million dollar
cut if funding"
2012-09-20," on the
november ballot.
the latest poll shows 52% of
those surveyed support prop
30.
40% oppose.
8% undecided"
2012-09-20,"
support prop 30.
40% oppose it.
8% undecided.
the ballot measure would raise
taxes on incomes exceeding"
2012-09-20," finds
that with fewer than seven weeks
until election day, prop 30 can
barely claim support with 51"
2012-09-20," finds
that with fewer than seven weeks
until election day, prop 30 can
barely claim support with 51"
2012-09-23,"
on this issue.
opponents of prop 30 are
speaking out against a plan
by the c-s-u chancellor to
send a letter"
2012-09-27," to show
impact and we're in our final
year there.
i think there's a real scenario
here with prop 30 and 38"
2012-09-30,"
there's a lot of voter
apathy among young voters?
could the youth vote
determine the outcome of
prop 30"
2012-10-03," chung and
state educators.
>>> pailo alto physicist has
given another $9 million to
defeat prop 30"
2012-10-03," prop 30.
munger is the brother of
democratic activist molly
munger, the primary advocate
behind prop 38"
2012-10-05," of
a last minute pander, to get
people to come out for prop 30?
and i'm thinking gas prices"
2012-10-06," will urge people to
support prop 30.
>>> right now, david blain is
standing on a 20-foot platform
surrounded"
2012-10-08,".
>> got it right.
>> finally.
>>> 6:41.
it's a tax to help support
schools so how honest are the
prop 30"
2012-10-09,".  her
brother charles amonger is also
funding a separa
mui-million dollar anti-3
mpai.
>> prop 30 sends"
2012-10-09,"
in particular the prop 30
contingentcy plan and so there
is a list of items that we will
look at should prop 30"
2012-10-10," tonight
for support for 140.
they say they worry schools
will face big cuts if prop 30
doesn't pass"
2012-10-10," if prop 30
doesn't pass.
>> there will be 11 less days
of school this year.
the schools will close early"
2012-10-10," to vote to
raise taxes?
the majority 38% said no.
but when prop 30 was explained
in detail the results"
2012-10-10," and
increasing taxes.
they say supporting prop 30 is
easy.
>> because our religion
stresses the importance"
2012-10-10,"
initiative head on in a new
campaign ad.
>> prop 30 spends money here
but lets the politicians take
it out"
2012-10-11,"'s plan to raise
taxes to avoid further cuts to
public safety and education.
when asked about prop 30"
2012-10-11," to schools.
but prop 30 does not.
>>> september marked a five-
year low with slightly more
than 180"
2012-10-13," carefully considered both
prop 30 and 38 and says both
would help get more money into
public schools.
>> now"
2012-10-13," at what
each measure is.
prop 30 is a 7-year plan.
it would raise income tax for
californians making $250"
2012-10-13," administrative approved
kresolutions.
we had the state budget update
in particular the prop 30
contingentcy plan"
2012-10-13," have been
drawn between prop 30 and 3.
less than a month until election
day, the state school's chief"
2012-10-16," the initiative.
prop 30 raises taxes on people
making $250,000 or more for
seven years.
>>> 7:37, well baseball"
2012-10-16,": the governor's
prop 30 and prop 38 are
competing measures.
you will see they both fund
education"
2012-10-16,".
>> the woman behind prop 38
agreed to remove a candidate
the -- ad the governor says is
misleading say prop 30"
2012-10-16,"
to campus.
we're talking about measure d
and prop 30.
stephanie trong is live at san
jose state university"
2012-10-16," is misleading
the ad says the governor
competing prop 30 ised about
for schools.  it says prop 30
would allow"
2012-10-16,".
all that money for schools goes
directly to schools.
>> reporter: the governor's
prop 30 and prop 38"
2012-10-16," 38 has been
controversial recently, but i
will just say that prop 30 is
the governor's measure"
2012-10-17," as it is about their
kids and now they want voters
to say yes to prop 30 and 38
homing to get some money back"
2012-10-17," in funding if the prop
30 tax measure fails to pass.
>> when you have to start making
cuts at a community"
2012-10-17," as it is about their
kids and now they want voters
to say yes to prop 30 and 38
homing to get some money back"
