2012-09-16," for
approval of proposition 30.
he said that he ate a two day
old tuna sandwhich.
he said he is saving money"
2012-09-17," to be e
mailed csu points out the
system is scheduled to get a
$250 million cut as
proposition 30 mails"
2012-09-18," up 5% in january; but only
if proposition 30 face.
that would mean in state
undergrads would pay"
2012-09-18," will raise -- will we
be raised in california by 5
percent in.
californians will vote on
proposition 30"
2012-09-18,"'s committee voted
today tax niche yit failed
november under the so-called
contingency strategy if
proposition"
2012-09-18," board expected to vote on
the plan.
if approved tuition would go up
5% but only if proposition 30
fails"
2012-09-18," percent
increase will go into effect
if proposition 30 will fail.
they will pay an additional
amount"
2012-09-18,".
if approved tuition would go up
5% in january.
but only if proposition 30
fails.
that would mean in state"
2012-09-18,".
if proposition 30 does not
pass, they can pass on a
quarter billion dollars.
they are voting on a 5% tuition
hike"
2012-09-18," of proposition 30 feels
that would trigger a midyear
the funding cut.
if in state undergraduates
would pay"
2012-09-19," a semester
beginning in january of
proposition 30, the temporary
tax measure fails at the ballot
box"
2012-09-19," for the cal
state system.
they call it a contingency
strategy if california's
proposition 30 does not pass"
2012-09-19," of proposition 30
this movie could lead the system
with a 250mm dollars
shortfall.
if it passes, they would"
2012-09-19," designed to help
close the budget deficit and
fund education.
the governor's plan,
proposition 30, largely"
2012-09-19,".
that is this proposition 30
fails to pass this coming
november.
the measure, which was approved
by gov. jerry brown, would"
2012-09-19,", it would go into
effect if proposition 30 fails,
and the state cuts $250 million
in csu funding.
under"
2012-09-19," reject proposition 30,
the governor's tax initiative.
>> mitt romney is turning from
defense to offense"
2012-09-19," with within
the next couple of weeks.
>>> failure of proposition 30
could trigger $250 million in
cuts"
2012-09-19," with within
the next couple of weeks.
>>> failure of proposition 30
could trigger $250 million in
cuts"
2012-09-19," found
proposition 30 does have a lead.
51% of voters saying they will
vote yes but that's down from
54"
2012-09-19,".
if proposition 30 failed it
would create a fiscal disaster
for approximate public schools.
>> reporter: if both"
2012-09-19," slipped a bit
for the governor's tax measure.
proposition 30 would
temporarily increase taxes on
high"
2012-09-20," that they are
confusing.
>> seven weeks to go before the
election and voters have choices
to make, proposition 30 would"
2012-09-20," pole shows 51% would
vote yes on proposition 30.
36% said no.
that is up 8% compared to july"
2012-09-20," poll
on proposition 30 and why
different polls on the same
issue can have such different
results"
2012-09-20," as he
works to shore up proposition
30, the tax initiative he calls
violent.
a uc berkeley field poll"
2012-09-20," pole shows 51% would
vote yes on proposition 30.
36% said no.
that is up 8% compared to july"
2012-09-20," to
get inside they should try
to show a university id
been on proposition 30 if
that fails, that could"
2012-09-20," if proposition 30
fails.
>>  right now i a.m struggling
to pay my rent.
>>  $150 is a big difference
for me"
2012-09-20," been multiple
pulls out specifically for
proposition 30, a tax increase
for education that the governor"
2012-09-20," is showing
51% would vote yes on
proposition 30.
that's up.
>>  it's
not comfortably ahead,
it's still ahead"
2012-09-22," brown's
initiative, proposition 30 and
to defeat proposition 32.
it would end paycheck
deductions"
2012-09-22," brown's
initiative, proposition 30 and
to defeat proposition 32.
it would end paycheck
deductions"
2012-09-23," they
support proposition 30.
40% say they are opposed and 8%
are underdecided.
the proposal would raise taxes"
2012-09-23,"
november is eligible to sign
up.
proposition 30 is a ballot
proposition that can effect
students"
2012-09-25," working on contingency
plans.
if the two tax ballot
initiatives proposition 30 and
38 failed to pass"
2012-09-25,"'re deciding on candidates
and ballot measures to vote for
i would like to draw your
attention to proposition"
2012-09-26," your
attention to proposition 30 and
38.  with the understanding
that
if  these prop
propositions pass"
2012-09-27," in
chinatown.
but as we know, that was open
with bond money and donations
they're hoping that
proposition 30"
2012-09-27,"
to support his ballot
initiative, proposition 30.
it raises sales tax a quarter
percent for the next four"
2012-09-27," in
chinatown.
but as we know, that was open
with bond money and donations
they're hoping that
proposition 30"
2012-09-27," voters
will consider to measures to
raise taxes for education.
the governors proposition 30 is
competing"
2012-09-29," doing
better, proposition 30 supported
by 35 percent of voters,
proposition 31 raise the income
tax"
2012-09-29," or raise taxes on the
wealthy is doing better
proposition 30 favored by 55
percent of voters 36 percent"
2012-10-02," to support
proposition 30 and 38 on the
state ballot.
the state has clearly failed to
adequately fund our"
2012-10-02," to support
proposition 30 and 38 on the
state ballot.
the state has clearly failed to
adequately fund our"
2012-10-02,".
colleagues, today i'm
introducing a resolution
calling on the board to support
proposition 30 and 38"
2012-10-03," devastating for
our schools and colleges.
>> the ads paint proposition 30
as an effort to protect school"
2012-10-03," than in other
election news. the non-
partisan of the election
saying that this
proposition 30 font"
2012-10-03," have been devastating for
our schools and colleges.
>> the ads paint proposition 30
as an effort"
2012-10-05," presses for support
of proposition 30 on the
november ballot.
and gas jumped as much as 20
cents overnight"
2012-10-06," high school to
encourage californians to vote
for proposition 30.
supporter expected at the rally"
2012-10-06,"-election, unopposeed.
>>> volunteers from the yes on
proposition 30 campaign gathered
this morning in front"
2012-10-07," to back
proposition 30.
it increases the sales tax and
income tax of high earners to
raise money"
2012-10-08," in
the ads.
>> reporter: that's right.
so the pro proposition 30 ads
have come out last week and
they say"
2012-10-08,"'s
a relationship with proposition
30 as well, of course, from the
tax base and it's all connected
and --.
>> that"
2012-10-09," by governor
brown.  proposition 30.  which
also funds public education
income tax hike.  shows brown
proposal"
2012-10-09,"
tax measure pushed by governor
brown.
proposition 30 funding public
education through an income
tax"
2012-10-09,"
tax measure pushed by governor
brown.
proposition 30 funding public
education through an income
tax"
2012-10-09,".
colleagues, today i'm
introducing a resolution
calling on the board to support
proposition 30 and 38"
2012-10-10,"
results in a new poll about
proposition 30.
governor brown's plan to raise
taxes to pay for public safety"
2012-10-10," reporter grace
lee with the numbers.
>> reporter: allen, let's start
with what propositions 30 and
38 have"
2012-10-10," ]
those who took part in the so-
called vigil for the votes are
encouraging voters to support
proposition"
2012-10-10,"
results in a new poll about
proposition 30.
governor brown's plan to raise
taxes to pay for public safety"
2012-10-11," to serve san
franciscoans.
>> understood.  i know there's
a relationship with proposition
30 as well"
2012-10-11,".com.
snootses -- dozens of people
gathered in concord to show
support for proposition 30.
governor brun"
2012-10-11,":00 on cbs 5 tonight.
>>> a new cbs 5 surveyusa poll
shows mixed results for
proposition 30.
governor brown"
2012-10-11,":00 on cbs 5 tonight.
>>> a new cbs 5 surveyusa poll
shows mixed results for
proposition 30.
governor brown"
2012-10-12,"'ll be talking about
proposition 30 and 38.
that's the education proposition
on next week when our entire
program"
2012-10-13," into our
education institutions if i am
strongly in favor of proposition
30 and 38.
>> the battle lines"
2012-10-13," in to nbc
area on the debate and kimberly
tere has more on propositions 30
and 38.
>> reporter: diane, state"
2012-10-13," in to nbc
area on the debate and kimberly
tere has more on propositions 30
and 38.
>> reporter: diane, state"
2012-10-15,".
brown's proposition 30 would
increase california's sales tax
rate by a quarter percent for
the next four"
2012-10-15," starting
tomorrow.
proposition 30 will raise taxes
pie a quarter percent for the
next four years and would"
2012-10-15,".
brown's proposition 30 will
raise sales taxes by a quarter
perfect sent for the next --
percent"
2012-10-15,".
brown's proposition 30 will
raise sales taxes by a quarter
perfect sent for the next --
percent"
2012-10-15,"-on
campaign for his ballot
initiative to raise taxes
starting tomorrow.
brown's proposition 30 would
increase"
2012-10-15," starting
tomorrow.
proposition 30 will raise taxes
pie a quarter percent for the
next four years and would"
2012-10-16," the two.
proposition 30 ise governor an''
unions called for a quarter
cent sales tax for four
years"
2012-10-16," into education.
>>reporter: patrick murphy
says that there are
distinct differences between
the two. proposition"
