2012-09-19," are also divided on two
other tax plans on the november
ballot.
41% support proposition 38.
that would"
2012-09-19," ago.
>> there has been no poll that
has shown it below 50.
>> reporter: proposition 38
would raise"
2012-09-19,"'s still ahead.
no poll that has shown it's --
below 50.
>>  proposition 38 is broader,
it would raise"
2012-09-19," are divided on whether on
the ballot.
41% support proposition 38
including taxes on the sliding
scale money"
2012-09-19," reject proposition 38,
that is the governor's tax
initiative.
>> the federal government just
hit"
2012-09-20,".
there's been
no poll that has shown it below
50%.
>> proposition 38, which is a
broader measure would"
2012-09-20,"
30 is the solution.
>> proposition 38 would raise
the income tax rate on most
people for 12 years"
2012-09-23," chg 45% of
those polled said they support
proposition 38.
that's a separate school
funding
measure"
2012-09-27," with proposition 38.
which one is better for the
schools? political reporter
grace lee can give us a better"
2012-09-27,"'s
compare proposition 38 and 30
>>
guarantees politicians cannot
touch it
>> proposition 38 is waging a
new"
2012-09-29," presidential debates and
hampstead new york and boca
raton florida.
a new poll shows proposition 38
that would"
2012-09-29," but running
mates are stumping for votes
each p,,,,,,,,,,,,,,
>>> a new poll shows proposition
38 the income"
2012-10-09," the
political battle that has
california schools caught right
in the middle.
>>reporter:  with proposition
38"
2012-10-09,".
and there is a political
battle.
>> with proposition 38 behind
in the polls this civil rights
attorney slammed a competing"
2012-10-10,".
>> let's see how two measures
measure up.
>> reporter: yes on proposition
38 takes on its competing"
2012-10-14," more at the
marketplace.
proposition 38 increases taxes
i believe for everybody,  but
it uses a sliding"
2012-10-16," in california.
this no two ballot initiatives.
governor brown's proposition 30
and proposition 38 funded
almost"
2012-10-16," york.
>> well the woman behind
proposition 38 has agreed to
remove a television ad the
governor says"
2012-10-16,". it raises the
income tax for those
earning $250,000 per year or
more for seven years.
however, proposition"
2012-10-16," ready for a fund to
offer residential conveto take
also, proposition 30,
proposition 38 what they
mean"
2012-10-16," 30
and proposition 38 funded
almost entirely by one person.
>> when i went to those schools
they were"
2012-10-17," on
30.
>> from 38 will bring a lot
of money to our schools.
>> proposition 38 will bring
more education"
2012-10-17,".
>>> they will deliver billions
of dollars to california
schools.
proposition 38 is funded almost
entirely by molly"
2012-10-17,".
>>> two of them promised to
deliver to california schools.
proposition 38 raises income
tax for about 4"
2012-10-24,"e can stay 47th...
or we can choose proposition 38.
i'm voting yes on 38...
because it makes our"
