2012-09-17,"
record shows supporters of prop
34 have raised $5.4 million.
opposers have raised $200,000.
>>> voters"
2012-09-17," money than
those opposed.
the latest campaign finance
record shows supporters of prop
34 have raised $5"
2012-09-18,"
about $130 million a year in
court costs and other expenses.
opponents of prop 34 disagree.
they say"
2012-09-24,"% are undecided.
the poll asks about prop 34, it
repeals the state's death
penalty.
where voters stand and how"
2012-09-25," region in
which a majority of voters
50 percent supported prop.
34. it's 7:57 a.m. andil w
be back"
2012-09-28,".
we are dealing with human
beings, so there is fallibility
right?
>> garcetti is supporting prop
34"
2012-09-28," there is fallibility
right?
>> garcetti is supporting prop
34, which would eliminate the
death penalty in california"
2012-09-29," the death
penalty in november.
the debate over prop. 34.
and you are a last look at the
weather forecast"
2012-09-30," inmates
sit in private cells, watching
tv, talking to their lawyers,
prop 34 putting an end"
2012-09-30," show californians
split on crime and punishment.
prop 34 is in favor of life
without parole.
the poll"
2012-09-30," with human
beings, so there's
fallibility.
>> and he's supporting prop 34
which would eliminate the
death"
2012-09-30," of it while 51%
want to keep it.
however, that gap narrows when
voters find out that prop 34
requires"
2012-09-30," to
keep it.
however that gap narrows when
the voters find out that prop
34 also requires the convicted"
2012-10-09," including
convicted killers could be
taken off death row if it
passes.
today, how the battle over prop
34"
2012-10-09,".
>> reporter: opponents of prop
34 who want to keep the death
penalty say it's not about
money.
it's about"
2012-10-10,"
sentenced to prison.
they also want voters to
approve prop 34, which would
end the death penalty.
>>> a man"
2012-10-12,".
that is the death penalty.
>> criminal justice, yes.
we've got two ballot measures.
prop 34, which would abolish"
2012-10-14," other
propositions.
i don't have time to get into
the details too much except
they repeal things.
prop"
2012-10-23,".a. jeff rosen also
encouraged voters to say no to
prop 34.
>> those who have committed such
reprehensible"
2012-10-25," a
mistake.
>> meanwhile, many opponents of
prop 34 argue that people who
commit murder deserve"
2012-10-25,".
>> reporter: he was just here
in the newsroom on his final
pro prop 34 he admits it is
tight but points out"
